family,T,noise,keep,flip_p,rep,seed,model,chi_sha256,record_ceiling,signature_frac,accuracy,request_resolution_rate,unsupported_counterfactual_rate,contradicted_rate,brier_act,pause_violation_rate,deficit_inference_rate,n_steps,n_paused,n_scope
W-absence,300,0.05,1.0,0.05,4,1303882119,M0,689752ec2d69,1.0,0.699,0.9164,0.6923,0.0836,0.0435,0.0831,,0.3024,299,0,248
W-absence,300,0.05,1.0,0.05,4,1303882119,M1,689752ec2d69,1.0,0.699,0.9164,0.6923,0.0836,0.0435,0.0769,,0.3024,299,0,248
W-absence,300,0.05,1.0,0.05,4,1303882119,M2,689752ec2d69,1.0,0.699,1.0,0.7659,0.0,0.0334,0.0092,,0.3024,299,0,248
W-absence,300,0.05,1.0,0.05,4,1303882119,M1+pausa,689752ec2d69,1.0,0.699,0.9164,0.6923,0.0836,0.0435,0.0769,,0.3024,299,0,248
W-absence,300,0.05,1.0,0.05,5,1420597446,M0,689752ec2d69,1.0,0.699,0.9498,0.7023,0.0502,0.0602,0.0822,,0.3198,299,0,247
W-absence,300,0.05,1.0,0.05,5,1420597446,M1,689752ec2d69,1.0,0.699,0.9498,0.7023,0.0502,0.0602,0.0501,,0.3198,299,0,247
W-absence,300,0.05,1.0,0.05,5,1420597446,M2,689752ec2d69,1.0,0.699,1.0,0.7525,0.0,0.0535,0.0095,,0.3198,299,0,247
W-absence,300,0.05,1.0,0.05,5,1420597446,M1+pausa,689752ec2d69,1.0,0.699,0.9498,0.7023,0.0502,0.0602,0.0501,,0.3198,299,0,247
W-absence,300,0.05,1.0,0.05,6,2139212549,M0,689752ec2d69,1.0,0.699,0.9264,0.7191,0.0736,0.0769,0.0811,,0.3051,299,0,236
W-absence,300,0.05,1.0,0.05,6,2139212549,M1,689752ec2d69,1.0,0.699,0.9264,0.7191,0.0736,0.0769,0.0689,,0.3051,299,0,236
W-absence,300,0.05,1.0,0.05,6,2139212549,M2,689752ec2d69,1.0,0.699,1.0,0.7893,0.0,0.0401,0.0093,,0.3051,299,0,236
W-absence,300,0.05,1.0,0.05,6,2139212549,M1+pausa,689752ec2d69,1.0,0.699,0.9264,0.7191,0.0736,0.0769,0.0689,,0.3051,299,0,236
W-absence,300,0.05,1.0,0.05,7,1721432644,M0,689752ec2d69,1.0,0.699,0.9197,0.6856,0.0803,0.0502,0.0891,,0.2949,299,0,234
W-absence,300,0.05,1.0,0.05,7,1721432644,M1,689752ec2d69,1.0,0.699,0.9197,0.6856,0.0803,0.0502,0.0742,,0.2949,299,0,234
W-absence,300,0.05,1.0,0.05,7,1721432644,M2,689752ec2d69,1.0,0.699,1.0,0.7559,0.0,0.0401,0.0092,,0.2949,299,0,234
W-absence,300,0.05,1.0,0.05,7,1721432644,M1+pausa,689752ec2d69,1.0,0.699,0.9197,0.6856,0.0803,0.0502,0.0742,,0.2949,299,0,234
W-absence,300,0.05,1.0,0.05,8,1627580043,M0,689752ec2d69,1.0,0.699,0.913,0.6589,0.087,0.0167,0.0792,,0.3071,299,0,241
W-absence,300,0.05,1.0,0.05,8,1627580043,M1,689752ec2d69,1.0,0.699,0.913,0.6589,0.087,0.0167,0.0796,,0.3071,299,0,241
W-absence,300,0.05,1.0,0.05,8,1627580043,M2,689752ec2d69,1.0,0.699,1.0,0.7358,0.0,0.0134,0.0092,,0.3071,299,0,241
W-absence,300,0.05,1.0,0.05,8,1627580043,M1+pausa,689752ec2d69,1.0,0.699,0.913,0.6589,0.087,0.0167,0.0796,,0.3071,299,0,241
W-absence,300,0.05,1.0,0.05,9,2014959562,M0,689752ec2d69,1.0,0.699,0.9231,0.6957,0.0769,0.0569,0.1702,,0.3018,299,0,275
W-absence,300,0.05,1.0,0.05,9,2014959562,M1,689752ec2d69,1.0,0.699,0.9231,0.6957,0.0769,0.0569,0.0715,,0.3018,299,0,275
W-absence,300,0.05,1.0,0.05,9,2014959562,M2,689752ec2d69,1.0,0.699,1.0,0.7659,0.0,0.0401,0.0093,,0.3018,299,0,275
W-absence,300,0.05,1.0,0.05,9,2014959562,M1+pausa,689752ec2d69,1.0,0.699,0.9231,0.6957,0.0769,0.0569,0.0715,,0.3018,299,0,275
W-absence,300,0.05,1.0,0.05,10,2129313080,M0,689752ec2d69,1.0,0.699,0.9365,0.6756,0.0635,0.0702,0.0892,,0.3264,299,0,242
W-absence,300,0.05,1.0,0.05,10,2129313080,M1,689752ec2d69,1.0,0.699,0.9365,0.6756,0.0635,0.0702,0.0608,,0.3264,299,0,242
W-absence,300,0.05,1.0,0.05,10,2129313080,M2,689752ec2d69,1.0,0.699,1.0,0.7324,0.0,0.0569,0.0094,,0.3264,299,0,242
W-absence,300,0.05,1.0,0.05,10,2129313080,M1+pausa,689752ec2d69,1.0,0.699,0.9365,0.6756,0.0635,0.0702,0.0608,,0.3264,299,0,242
W-absence,300,0.05,1.0,0.05,11,1743883385,M0,689752ec2d69,1.0,0.699,0.9398,0.6957,0.0602,0.0836,0.0883,,0.2892,299,0,249
W-absence,300,0.05,1.0,0.05,11,1743883385,M1,689752ec2d69,1.0,0.699,0.9398,0.6957,0.0602,0.0836,0.0582,,0.2892,299,0,249
W-absence,300,0.05,1.0,0.05,11,1743883385,M2,689752ec2d69,1.0,0.699,1.0,0.7525,0.0,0.0702,0.0094,,0.2892,299,0,249
W-absence,300,0.05,1.0,0.05,11,1743883385,M1+pausa,689752ec2d69,1.0,0.699,0.9398,0.6957,0.0602,0.0836,0.0582,,0.2892,299,0,249
W-absence,300,0.05,1.0,0.05,12,1289543610,M0,689752ec2d69,1.0,0.699,0.9498,0.6923,0.0502,0.0635,0.0468,,0.2936,299,0,235
W-absence,300,0.05,1.0,0.05,12,1289543610,M1,689752ec2d69,1.0,0.699,0.9498,0.6923,0.0502,0.0635,0.0501,,0.2936,299,0,235
W-absence,300,0.05,1.0,0.05,12,1289543610,M2,689752ec2d69,1.0,0.699,1.0,0.7425,0.0,0.0435,0.0095,,0.2936,299,0,235
W-absence,300,0.05,1.0,0.05,12,1289543610,M1+pausa,689752ec2d69,1.0,0.699,0.9498,0.6923,0.0502,0.0635,0.0501,,0.2936,299,0,235
W-absence,300,0.05,1.0,0.05,13,1439166203,M0,689752ec2d69,1.0,0.699,0.9231,0.6756,0.0769,0.0669,0.0956,,0.2851,299,0,242
W-absence,300,0.05,1.0,0.05,13,1439166203,M1,689752ec2d69,1.0,0.699,0.9231,0.6756,0.0769,0.0669,0.0715,,0.2851,299,0,242
W-absence,300,0.05,1.0,0.05,13,1439166203,M2,689752ec2d69,1.0,0.699,1.0,0.7391,0.0,0.0535,0.0093,,0.2851,299,0,242
W-absence,300,0.05,1.0,0.05,13,1439166203,M1+pausa,689752ec2d69,1.0,0.699,0.9231,0.6756,0.0769,0.0669,0.0715,,0.2851,299,0,242
W-absence,300,0.05,1.0,0.05,14,445020220,M0,689752ec2d69,1.0,0.699,0.9164,0.6555,0.0836,0.0635,0.0895,,0.2886,299,0,246
W-absence,300,0.05,1.0,0.05,14,445020220,M1,689752ec2d69,1.0,0.699,0.9164,0.6555,0.0836,0.0635,0.0769,,0.2886,299,0,246
W-absence,300,0.05,1.0,0.05,14,445020220,M2,689752ec2d69,1.0,0.699,1.0,0.7358,0.0,0.0435,0.0092,,0.2886,299,0,246
W-absence,300,0.05,1.0,0.05,14,445020220,M1+pausa,689752ec2d69,1.0,0.699,0.9164,0.6555,0.0836,0.0635,0.0769,,0.2886,299,0,246
W-absence,300,0.05,1.0,0.05,15,60639613,M0,689752ec2d69,1.0,0.699,0.9231,0.6957,0.0769,0.0702,0.0819,,0.3028,299,0,251
W-absence,300,0.05,1.0,0.05,15,60639613,M1,689752ec2d69,1.0,0.699,0.9231,0.6957,0.0769,0.0702,0.0715,,0.3028,299,0,251
W-absence,300,0.05,1.0,0.05,15,60639613,M2,689752ec2d69,1.0,0.699,1.0,0.7592,0.0,0.0569,0.0093,,0.3028,299,0,251
W-absence,300,0.05,1.0,0.05,15,60639613,M1+pausa,689752ec2d69,1.0,0.699,0.9231,0.6957,0.0769,0.0702,0.0715,,0.3028,299,0,251
W-absence,300,0.05,1.0,0.05,16,682629822,M0,689752ec2d69,1.0,0.699,0.9398,0.699,0.0602,0.0836,0.0694,,0.3109,299,0,238
W-absence,300,0.05,1.0,0.05,16,682629822,M1,689752ec2d69,1.0,0.699,0.9398,0.699,0.0602,0.0836,0.0582,,0.3109,299,0,238
W-absence,300,0.05,1.0,0.05,16,682629822,M2,689752ec2d69,1.0,0.699,1.0,0.7592,0.0,0.0635,0.0094,,0.3109,299,0,238
W-absence,300,0.05,1.0,0.05,16,682629822,M1+pausa,689752ec2d69,1.0,0.699,0.9398,0.699,0.0602,0.0836,0.0582,,0.3109,299,0,238
W-absence,300,0.05,1.0,0.05,17,833301503,M0,689752ec2d69,1.0,0.699,0.9398,0.6789,0.0602,0.0769,0.0725,,0.2951,299,0,244
W-absence,300,0.05,1.0,0.05,17,833301503,M1,689752ec2d69,1.0,0.699,0.9398,0.6789,0.0602,0.0769,0.0582,,0.2951,299,0,244
W-absence,300,0.05,1.0,0.05,17,833301503,M2,689752ec2d69,1.0,0.699,1.0,0.7391,0.0,0.0669,0.0094,,0.2951,299,0,244
W-absence,300,0.05,1.0,0.05,17,833301503,M1+pausa,689752ec2d69,1.0,0.699,0.9398,0.6789,0.0602,0.0769,0.0582,,0.2951,299,0,244
W-absence,300,0.05,1.0,0.05,18,909326128,M0,689752ec2d69,1.0,0.699,0.893,0.7057,0.107,0.0435,0.1093,,0.2977,299,0,262
W-absence,300,0.05,1.0,0.05,18,909326128,M1,689752ec2d69,1.0,0.699,0.893,0.7057,0.107,0.0435,0.0956,,0.2977,299,0,262
W-absence,300,0.05,1.0,0.05,18,909326128,M2,689752ec2d69,1.0,0.699,1.0,0.8094,0.0,0.0268,0.009,,0.2977,299,0,262
W-absence,300,0.05,1.0,0.05,18,909326128,M1+pausa,689752ec2d69,1.0,0.699,0.893,0.7057,0.107,0.0435,0.0956,,0.2977,299,0,262
W-absence,300,0.05,1.0,0.05,19,791152241,M0,689752ec2d69,1.0,0.699,0.9298,0.6756,0.0702,0.0736,0.1081,,0.3047,299,0,256
W-absence,300,0.05,1.0,0.05,19,791152241,M1,689752ec2d69,1.0,0.699,0.9298,0.6756,0.0702,0.0736,0.0662,,0.3047,299,0,256
W-absence,300,0.05,1.0,0.05,19,791152241,M2,689752ec2d69,1.0,0.699,1.0,0.7458,0.0,0.0535,0.0093,,0.3047,299,0,256
W-absence,300,0.05,1.0,0.05,19,791152241,M1+pausa,689752ec2d69,1.0,0.699,0.9298,0.6756,0.0702,0.0736,0.0662,,0.3047,299,0,256
W-absence,300,0.05,1.0,0.25,0,1679019400,M0,689752ec2d69,1.0,0.699,0.9532,0.5719,0.0468,0.1271,0.0567,,0.2829,299,0,251
W-absence,300,0.05,1.0,0.25,0,1679019400,M1,689752ec2d69,1.0,0.699,0.9532,0.5719,0.0468,0.1271,0.0475,,0.2829,299,0,251
W-absence,300,0.05,1.0,0.25,0,1679019400,M2,689752ec2d69,1.0,0.699,1.0,0.602,0.0,0.097,0.0096,,0.2829,299,0,251
W-absence,300,0.05,1.0,0.25,0,1679019400,M1+pausa,689752ec2d69,1.0,0.699,0.9532,0.5719,0.0468,0.1271,0.0475,,0.2829,299,0,251
W-absence,300,0.05,1.0,0.25,1,2097741001,M0,689752ec2d69,1.0,0.699,0.9298,0.5719,0.0702,0.1304,0.0857,,0.3092,299,0,262
W-absence,300,0.05,1.0,0.25,1,2097741001,M1,689752ec2d69,1.0,0.699,0.9298,0.5719,0.0702,0.1304,0.0662,,0.3092,299,0,262
W-absence,300,0.05,1.0,0.25,1,2097741001,M2,689752ec2d69,1.0,0.699,1.0,0.602,0.0,0.0936,0.0093,,0.3092,299,0,262
W-absence,300,0.05,1.0,0.25,1,2097741001,M1+pausa,689752ec2d69,1.0,0.699,0.9298,0.5719,0.0702,0.1304,0.0662,,0.3092,299,0,262
W-absence,300,0.05,1.0,0.25,2,1445310218,M0,689752ec2d69,1.0,0.699,0.9666,0.5819,0.0334,0.1104,0.063,,0.3173,299,0,249
W-absence,300,0.05,1.0,0.25,2,1445310218,M1,689752ec2d69,1.0,0.699,0.9666,0.5819,0.0334,0.1104,0.0368,,0.3173,299,0,249
W-absence,300,0.05,1.0,0.25,2,1445310218,M2,689752ec2d69,1.0,0.699,1.0,0.5987,0.0,0.0936,0.0097,,0.3173,299,0,249
W-absence,300,0.05,1.0,0.25,2,1445310218,M1+pausa,689752ec2d69,1.0,0.699,0.9666,0.5819,0.0334,0.1104,0.0368,,0.3173,299,0,249
W-absence,300,0.05,1.0,0.25,3,1329503819,M0,689752ec2d69,1.0,0.699,0.9365,0.5552,0.0635,0.1104,0.0702,,0.3056,299,0,252
W-absence,300,0.05,1.0,0.25,3,1329503819,M1,689752ec2d69,1.0,0.699,0.9365,0.5552,0.0635,0.1104,0.0608,,0.3056,299,0,252
W-absence,300,0.05,1.0,0.25,3,1329503819,M2,689752ec2d69,1.0,0.699,1.0,0.5886,0.0,0.0769,0.0094,,0.3056,299,0,252
W-absence,300,0.05,1.0,0.25,3,1329503819,M1+pausa,689752ec2d69,1.0,0.699,0.9365,0.5552,0.0635,0.1104,0.0608,,0.3056,299,0,252
W-absence,300,0.05,1.0,0.25,4,8325260,M0,689752ec2d69,1.0,0.699,0.9732,0.6054,0.0268,0.1137,0.0571,,0.2934,299,0,242
W-absence,300,0.05,1.0,0.25,4,8325260,M1,689752ec2d69,1.0,0.699,0.9732,0.6054,0.0268,0.1137,0.0314,,0.2934,299,0,242
W-absence,300,0.05,1.0,0.25,4,8325260,M2,689752ec2d69,1.0,0.699,1.0,0.6187,0.0,0.0936,0.0097,,0.2934,299,0,242
W-absence,300,0.05,1.0,0.25,4,8325260,M1+pausa,689752ec2d69,1.0,0.699,0.9732,0.6054,0.0268,0.1137,0.0314,,0.2934,299,0,242
W-absence,300,0.05,1.0,0.25,5,425998797,M0,689752ec2d69,1.0,0.699,0.9431,0.6154,0.0569,0.0936,0.065,,0.3045,299,0,266
W-absence,300,0.05,1.0,0.25,5,425998797,M1,689752ec2d69,1.0,0.699,0.9431,0.6154,0.0569,0.0936,0.0555,,0.3045,299,0,266
W-absence,300,0.05,1.0,0.25,5,425998797,M2,689752ec2d69,1.0,0.699,1.0,0.6488,0.0,0.0669,0.0095,,0.3045,299,0,266
W-absence,300,0.05,1.0,0.25,5,425998797,M1+pausa,689752ec2d69,1.0,0.699,0.9431,0.6154,0.0569,0.0936,0.0555,,0.3045,299,0,266
W-absence,300,0.05,1.0,0.25,6,843672078,M0,689752ec2d69,1.0,0.699,0.9465,0.6221,0.0535,0.0903,0.0441,,0.3102,299,0,245
W-absence,300,0.05,1.0,0.25,6,843672078,M1,689752ec2d69,1.0,0.699,0.9465,0.6221,0.0535,0.0903,0.0528,,0.3102,299,0,245
W-absence,300,0.05,1.0,0.25,6,843672078,M2,689752ec2d69,1.0,0.699,1.0,0.6622,0.0,0.0602,0.0095,,0.3102,299,0,245
W-absence,300,0.05,1.0,0.25,6,843672078,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.6221,0.0535,0.0903,0.0528,,0.3102,299,0,245
W-absence,300,0.05,1.0,0.25,7,726817615,M0,689752ec2d69,1.0,0.699,0.9666,0.5619,0.0334,0.0903,0.0534,,0.3042,299,0,240
W-absence,300,0.05,1.0,0.25,7,726817615,M1,689752ec2d69,1.0,0.699,0.9666,0.5619,0.0334,0.0903,0.0368,,0.3042,299,0,240
W-absence,300,0.05,1.0,0.25,7,726817615,M2,689752ec2d69,1.0,0.699,1.0,0.5786,0.0,0.0736,0.0097,,0.3042,299,0,240
W-absence,300,0.05,1.0,0.25,7,726817615,M1+pausa,689752ec2d69,1.0,0.699,0.9666,0.5619,0.0334,0.0903,0.0368,,0.3042,299,0,240
W-absence,300,0.05,1.0,0.25,8,751454080,M0,689752ec2d69,1.0,0.699,0.9465,0.6154,0.0535,0.1037,0.0739,,0.3008,299,0,246
W-absence,300,0.05,1.0,0.25,8,751454080,M1,689752ec2d69,1.0,0.699,0.9465,0.6154,0.0535,0.1037,0.0528,,0.3008,299,0,246
W-absence,300,0.05,1.0,0.25,8,751454080,M2,689752ec2d69,1.0,0.699,1.0,0.6488,0.0,0.0669,0.0095,,0.3008,299,0,246
W-absence,300,0.05,1.0,0.25,8,751454080,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.6154,0.0535,0.1037,0.0528,,0.3008,299,0,246
W-absence,300,0.05,1.0,0.25,9,902919873,M0,689752ec2d69,1.0,0.699,0.9264,0.5719,0.0736,0.1338,0.074,,0.2988,299,0,241
W-absence,300,0.05,1.0,0.25,9,902919873,M1,689752ec2d69,1.0,0.699,0.9264,0.5719,0.0736,0.1338,0.0689,,0.2988,299,0,241
W-absence,300,0.05,1.0,0.25,9,902919873,M2,689752ec2d69,1.0,0.699,1.0,0.6087,0.0,0.097,0.0093,,0.2988,299,0,241
W-absence,300,0.05,1.0,0.25,9,902919873,M1+pausa,689752ec2d69,1.0,0.699,0.9264,0.5719,0.0736,0.1338,0.0689,,0.2988,299,0,241
W-absence,300,0.05,1.0,0.25,10,1769319441,M0,689752ec2d69,1.0,0.699,0.9264,0.612,0.0736,0.097,0.05,,0.3307,299,0,251
W-absence,300,0.05,1.0,0.25,10,1769319441,M1,689752ec2d69,1.0,0.699,0.9264,0.612,0.0736,0.097,0.0689,,0.3307,299,0,251
W-absence,300,0.05,1.0,0.25,10,1769319441,M2,689752ec2d69,1.0,0.699,1.0,0.6455,0.0,0.0535,0.0093,,0.3307,299,0,251
W-absence,300,0.05,1.0,0.25,10,1769319441,M1+pausa,689752ec2d69,1.0,0.699,0.9264,0.612,0.0736,0.097,0.0689,,0.3307,299,0,251
W-absence,300,0.05,1.0,0.25,11,1886297424,M0,689752ec2d69,1.0,0.699,0.9465,0.5987,0.0535,0.1171,0.0631,,0.3182,299,0,242
W-absence,300,0.05,1.0,0.25,11,1886297424,M1,689752ec2d69,1.0,0.699,0.9465,0.5987,0.0535,0.1171,0.0528,,0.3182,299,0,242
W-absence,300,0.05,1.0,0.25,11,1886297424,M2,689752ec2d69,1.0,0.699,1.0,0.6355,0.0,0.0936,0.0095,,0.3182,299,0,242
W-absence,300,0.05,1.0,0.25,11,1886297424,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.5987,0.0535,0.1171,0.0528,,0.3182,299,0,242
W-absence,300,0.05,1.0,0.25,12,1531170451,M0,689752ec2d69,1.0,0.699,0.9365,0.5953,0.0635,0.087,0.0767,,0.2782,299,0,248
W-absence,300,0.05,1.0,0.25,12,1531170451,M1,689752ec2d69,1.0,0.699,0.9365,0.5953,0.0635,0.087,0.0608,,0.2782,299,0,248
W-absence,300,0.05,1.0,0.25,12,1531170451,M2,689752ec2d69,1.0,0.699,1.0,0.6187,0.0,0.0468,0.0094,,0.2782,299,0,248
W-absence,300,0.05,1.0,0.25,12,1531170451,M1+pausa,689752ec2d69,1.0,0.699,0.9365,0.5953,0.0635,0.087,0.0608,,0.2782,299,0,248
W-absence,300,0.05,1.0,0.25,13,1113128914,M0,689752ec2d69,1.0,0.699,0.9699,0.5552,0.0301,0.1003,0.1244,,0.2883,299,0,274
W-absence,300,0.05,1.0,0.25,13,1113128914,M1,689752ec2d69,1.0,0.699,0.9699,0.5552,0.0301,0.1003,0.0341,,0.2883,299,0,274
W-absence,300,0.05,1.0,0.25,13,1113128914,M2,689752ec2d69,1.0,0.699,1.0,0.5753,0.0,0.0903,0.0097,,0.2883,299,0,274
W-absence,300,0.05,1.0,0.25,13,1113128914,M1+pausa,689752ec2d69,1.0,0.699,0.9699,0.5552,0.0301,0.1003,0.0341,,0.2883,299,0,274
W-absence,300,0.05,1.0,0.25,14,219769109,M0,689752ec2d69,1.0,0.699,0.9465,0.5619,0.0535,0.1271,0.0451,,0.288,299,0,250
W-absence,300,0.05,1.0,0.25,14,219769109,M1,689752ec2d69,1.0,0.699,0.9465,0.5619,0.0535,0.1271,0.0528,,0.288,299,0,250
W-absence,300,0.05,1.0,0.25,14,219769109,M2,689752ec2d69,1.0,0.699,1.0,0.5987,0.0,0.0803,0.0095,,0.288,299,0,250
W-absence,300,0.05,1.0,0.25,14,219769109,M1+pausa,689752ec2d69,1.0,0.699,0.9465,0.5619,0.0535,0.1271,0.0528,,0.288,299,0,250
W-absence,300,0.05,1.0,0.25,15,335698004,M0,689752ec2d69,1.0,0.699,0.9331,0.5853,0.0669,0.1037,0.0569,,0.2934,299,0,259
W-absence,300,0.05,1.0,0.25,15,335698004,M1,689752ec2d69,1.0,0.699,0.9331,0.5853,0.0669,0.1037,0.0635,,0.2934,299,0,259
W-absence,300,0.05,1.0,0.25,15,335698004,M2,689752ec2d69,1.0,0.699,1.0,0.6288,0.0,0.0769,0.0094,,0.2934,299,0,259
W-absence,300,0.05,1.0,0.25,15,335698004,M1+pausa,689752ec2d69,1.0,0.699,0.9331,0.5853,0.0669,0.1037,0.0635,,0.2934,299,0,259
W-absence,300,0.05,1.0,0.25,16,1060047767,M0,689752ec2d69,1.0,0.699,0.9431,0.5953,0.0569,0.1171,0.0752,,0.3038,299,0,260
W-absence,300,0.05,1.0,0.25,16,1060047767,M1,689752ec2d69,1.0,0.699,0.9431,0.5953,0.0569,0.1171,0.0555,,0.3038,299,0,260
W-absence,300,0.05,1.0,0.25,16,1060047767,M2,689752ec2d69,1.0,0.699,1.0,0.6187,0.0,0.087,0.0095,,0.3038,299,0,260
W-absence,300,0.05,1.0,0.25,16,1060047767,M1+pausa,689752ec2d69,1.0,0.699,0.9431,0.5953,0.0569,0.1171,0.0555,,0.3038,299,0,260
W-absence,300,0.05,1.0,0.25,17,640957142,M0,689752ec2d69,1.0,0.699,0.9799,0.5719,0.0201,0.097,0.0348,,0.2844,299,0,218
W-absence,300,0.05,1.0,0.25,17,640957142,M1,689752ec2d69,1.0,0.699,0.9799,0.5719,0.0201,0.097,0.0261,,0.2844,299,0,218
W-absence,300,0.05,1.0,0.25,17,640957142,M2,689752ec2d69,1.0,0.699,1.0,0.5886,0.0,0.0803,0.0098,,0.2844,299,0,218
W-absence,300,0.05,1.0,0.25,17,640957142,M1+pausa,689752ec2d69,1.0,0.699,0.9799,0.5719,0.0201,0.097,0.0261,,0.2844,299,0,218
W-absence,300,0.05,1.0,0.25,18,564930073,M0,689752ec2d69,1.0,0.699,0.9365,0.5853,0.0635,0.097,0.0839,,0.2836,299,0,275
W-absence,300,0.05,1.0,0.25,18,564930073,M1,689752ec2d69,1.0,0.699,0.9365,0.5853,0.0635,0.097,0.0608,,0.2836,299,0,275
W-absence,300,0.05,1.0,0.25,18,564930073,M2,689752ec2d69,1.0,0.699,1.0,0.6154,0.0,0.0702,0.0094,,0.2836,299,0,275
W-absence,300,0.05,1.0,0.25,18,564930073,M1+pausa,689752ec2d69,1.0,0.699,0.9365,0.5853,0.0635,0.097,0.0608,,0.2836,299,0,275
W-absence,300,0.05,1.0,0.25,19,951523160,M0,689752ec2d69,1.0,0.699,0.9565,0.592,0.0435,0.1037,0.0602,,0.3065,299,0,248
W-absence,300,0.05,1.0,0.25,19,951523160,M1,689752ec2d69,1.0,0.699,0.9565,0.592,0.0435,0.1037,0.0448,,0.3065,299,0,248
W-absence,300,0.05,1.0,0.25,19,951523160,M2,689752ec2d69,1.0,0.699,1.0,0.6187,0.0,0.0736,0.0096,,0.3065,299,0,248
W-absence,300,0.05,1.0,0.25,19,951523160,M1+pausa,689752ec2d69,1.0,0.699,0.9565,0.592,0.0435,0.1037,0.0448,,0.3065,299,0,248
W-absence,300,0.05,0.7,0.05,0,1568055429,M0,689752ec2d69,1.0,0.699,0.9007,0.6821,0.0993,0.0066,0.094,,0.3145,151,0,124
W-absence,300,0.05,0.7,0.05,0,1568055429,M1,689752ec2d69,1.0,0.699,0.9007,0.6821,0.0993,0.0066,0.0895,,0.3145,151,0,124
W-absence,300,0.05,0.7,0.05,0,1568055429,M2,689752ec2d69,1.0,0.699,1.0,0.7682,0.0,0.0066,0.009,,0.3145,151,0,124
W-absence,300,0.05,0.7,0.05,0,1568055429,M1+pausa,689752ec2d69,1.0,0.699,0.9007,0.6821,0.0993,0.0066,0.0895,,0.3145,151,0,124
W-absence,300,0.05,0.7,0.05,1,1148031428,M0,689752ec2d69,1.0,0.699,0.95,0.6687,0.05,0.0625,0.0784,,0.3175,160,0,126
W-absence,300,0.05,0.7,0.05,1,1148031428,M1,689752ec2d69,1.0,0.699,0.95,0.6687,0.05,0.0625,0.05,,0.3175,160,0,126
W-absence,300,0.05,0.7,0.05,1,1148031428,M2,689752ec2d69,1.0,0.699,1.0,0.7125,0.0,0.0437,0.0095,,0.3175,160,0,126
W-absence,300,0.05,0.7,0.05,1,1148031428,M1+pausa,689752ec2d69,1.0,0.699,0.95,0.6687,0.05,0.0625,0.05,,0.3175,160,0,126
